Date,Value,ChangePercentMonth,ChangePercentYear
1931-02,15.7,-0.0126,-0.0765
1931-03,15.6,-0.0064,-0.0769
1931-04,15.5,-0.0064,-0.0882
1931-05,15.3,-0.0129,-0.0947
1931-06,15.1,-0.0131,-0.1012
1931-07,15.1,0.0,-0.0904
1931-08,15.1,0.0,-0.0848
1931-09,15.0,-0.0066,-0.0964
1931-10,14.9,-0.0067,-0.097
1931-11,14.7,-0.0134,-0.1037
1931-12,14.6,-0.0068,-0.0932
1932-01,14.3,-0.0205,-0.1006
1932-02,14.1,-0.014,-0.1019
1932-03,14.0,-0.0071,-0.1026
1932-04,13.9,-0.0071,-0.1032
1932-05,13.7,-0.0144,-0.1046
1932-06,13.6,-0.0073,-0.0993
1932-07,13.6,0.0,-0.0993
1932-08,13.5,-0.0074,-0.106
1932-09,13.4,-0.0074,-0.1067
1932-10,13.3,-0.0075,-0.1074
1932-11,13.2,-0.0075,-0.102
1932-12,13.1,-0.0076,-0.1027
1933-01,12.9,-0.0153,-0.0979
1933-02,12.7,-0.0155,-0.0993
1933-03,12.6,-0.0079,-0.1
1933-04,12.6,0.0,-0.0935
1933-05,12.6,0.0,-0.0803
1933-06,12.7,0.0079,-0.0662
1933-07,13.1,0.0315,-0.0368
1933-08,13.2,0.0076,-0.0222
1933-09,13.2,0.0,-0.0149
1933-10,13.2,0.0,-0.0075
1933-11,13.2,0.0,0.0
1933-12,13.2,0.0,0.0076
1934-01,13.2,0.0,0.0233
1934-02,13.3,0.0076,0.0472
1934-03,13.3,0.0,0.0556
1934-04,13.3,0.0,0.0556
1934-05,13.3,0.0,0.0556
1934-06,13.4,0.0075,0.0551
1934-07,13.4,0.0,0.0229
1934-08,13.4,0.0,0.0152
1934-09,13.6,0.0149,0.0303
1934-10,13.5,-0.0074,0.0227
1934-11,13.5,0.0,0.0227
1934-12,13.4,-0.0074,0.0152
1935-01,13.6,0.0149,0.0303
1935-02,13.7,0.0074,0.0301
1935-03,13.7,0.0,0.0301
1935-04,13.8,0.0073,0.0376
1935-05,13.8,0.0,0.0376
1935-06,13.7,-0.0072,0.0224
1935-07,13.7,0.0,0.0224
1935-08,13.7,0.0,0.0224
1935-09,13.7,0.0,0.0074
1935-10,13.7,0.0,0.0148
1935-11,13.8,0.0073,0.0222
1935-12,13.8,0.0,0.0299
1936-01,13.8,0.0,0.0147
1936-02,13.8,0.0,0.0073
1936-03,13.7,-0.0072,0.0
1936-04,13.7,0.0,-0.0072
1936-05,13.7,0.0,-0.0072
1936-06,13.8,0.0073,0.0073
1936-07,13.9,0.0072,0.0146
1936-08,14.0,0.0072,0.0219
1936-09,14.0,0.0,0.0219
1936-10,14.0,0.0,0.0219
1936-11,14.0,0.0,0.0145
1936-12,14.0,0.0,0.0145
1937-01,14.1,0.0071,0.0217
1937-02,14.1,0.0,0.0217
1937-03,14.2,0.0071,0.0365
1937-04,14.3,0.007,0.0438
1937-05,14.4,0.007,0.0511
1937-06,14.4,0.0,0.0435
1937-07,14.5,0.0069,0.0432
1937-08,14.5,0.0,0.0357
1937-09,14.6,0.0069,0.0429
1937-10,14.6,0.0,0.0429
1937-11,14.5,-0.0068,0.0357
1937-12,14.4,-0.0069,0.0286
1938-01,14.2,-0.0139,0.0071
1938-02,14.1,-0.007,0.0
1938-03,14.1,0.0,-0.007
1938-04,14.2,0.0071,-0.007
1938-05,14.1,-0.007,-0.0208
1938-06,14.1,0.0,-0.0208
1938-07,14.1,0.0,-0.0276
1938-08,14.1,0.0,-0.0276
1938-09,14.1,0.0,-0.0342
1938-10,14.0,-0.0071,-0.0411
1938-11,14.0,0.0,-0.0345
1938-12,14.0,0.0,-0.0278
1939-01,14.0,0.0,-0.0141
1939-02,13.9,-0.0071,-0.0142
1939-03,13.9,0.0,-0.0142
1939-04,13.8,-0.0072,-0.0282
1939-05,13.8,0.0,-0.0213
1939-06,13.8,0.0,-0.0213
1939-07,13.8,0.0,-0.0213
1939-08,13.8,0.0,-0.0213
1939-09,14.1,0.0217,0.0
1939-10,14.0,-0.0071,0.0
1939-11,14.0,0.0,0.0
1939-12,14.0,0.0,0.0
1940-01,13.9,-0.0071,-0.0071
1940-02,14.0,0.0072,0.0072
1940-03,14.0,0.0,0.0072
1940-04,14.0,0.0,0.0145
1940-05,14.0,0.0,0.0145
1940-06,14.1,0.0071,0.0217
1940-07,14.0,-0.0071,0.0145
1940-08,14.0,0.0,0.0145
1940-09,14.0,0.0,-0.0071
1940-10,14.0,0.0,0.0
1940-11,14.0,0.0,0.0
1940-12,14.1,0.0071,0.0071
1941-01,14.1,0.0,0.0144
1941-02,14.1,0.0,0.0071
1941-03,14.2,0.0071,0.0143
1941-04,14.3,0.007,0.0214
1941-05,14.4,0.007,0.0286
1941-06,14.7,0.0208,0.0426
1941-07,14.7,0.0,0.05
1941-08,14.9,0.0136,0.0643
1941-09,15.1,0.0134,0.0786
1941-10,15.3,0.0132,0.0929
1941-11,15.4,0.0065,0.1
1941-12,15.5,0.0065,0.0993
1942-01,15.7,0.0129,0.1135
1942-02,15.8,0.0064,0.1206
1942-03,16.0,0.0127,0.1268
1942-04,16.1,0.0063,0.1259
1942-05,16.3,0.0124,0.1319
1942-06,16.3,0.0,0.1088
1942-07,16.4,0.0061,0.1156
1942-08,16.5,0.0061,0.1074
1942-09,16.5,0.0,0.0927
1942-10,16.7,0.0121,0.0915
1942-11,16.8,0.006,0.0909
1942-12,16.9,0.006,0.0903
1943-01,16.9,0.0,0.0764
1943-02,16.9,0.0,0.0696
1943-03,17.2,0.0178,0.075
1943-04,17.4,0.0116,0.0807
1943-05,17.5,0.0057,0.0736
1943-06,17.5,0.0,0.0736
1943-07,17.4,-0.0057,0.061
1943-08,17.3,-0.0057,0.0485
1943-09,17.4,0.0058,0.0545
1943-10,17.4,0.0,0.0419
1943-11,17.4,0.0,0.0357
1943-12,17.4,0.0,0.0296
1944-01,17.4,0.0,0.0296
1944-02,17.4,0.0,0.0296
1944-03,17.4,0.0,0.0116
1944-04,17.5,0.0057,0.0057
1944-05,17.5,0.0,0.0
1944-06,17.6,0.0057,0.0057
1944-07,17.7,0.0057,0.0172
1944-08,17.7,0.0,0.0231
1944-09,17.7,0.0,0.0172
1944-10,17.7,0.0,0.0172
1944-11,17.7,0.0,0.0172
1944-12,17.8,0.0056,0.023
1945-01,17.8,0.0,0.023
1945-02,17.8,0.0,0.023
1945-03,17.8,0.0,0.023
1945-04,17.8,0.0,0.0171
1945-05,17.9,0.0056,0.0229
